timestamp,evaluation_id,human_choice,human_id
30/09/2025 19:46:17,TC008_3_Technical_gpt-4o_contextual_vs_detailed_pt,B,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:23,TC004_5_Technical_minimum_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:32,TC005_3_Technical_gemini-1.5-pro-latest_contextual_vs_detailed_pt,B,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:38,TC015_5_Technical_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_pt,B,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:41,TC009_1_Technical_llama-3.3-70b-versatile_minimum_vs_contextual_pt,B,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:44,TC008_4_Technical_structured_gemini-1.5-pro-latest_vs_sabia-3.1_pt,A,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:51,TC013_4_Technical_contextual_gemini-1.5-pro-latest_vs_gpt-4o_pt,A,user-1759272275531-v2h3ndjfp
30/09/2025 19:46:54,TC015_5_Technical_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_pt,A,user-1759272099995-w2r1yifqq
30/09/2025 19:47:40,CG006_4_General Knowledge_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,Empate,user-1759272099995-w2r1yifqq
30/09/2025 19:48:10,TC006_5_Technical_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759272099995-w2r1yifqq
30/09/2025 19:53:48,CG013_5_General Knowledge_sabia-3.1_minimum_vs_structured_pt,B,user-1759272803987-onsz45e1u
30/09/2025 20:02:32,CG002_1_General Knowledge_minimum_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759172933100-gj9oyyc0l
30/09/2025 20:03:17,CR006_2_Creative_llama-3.3-70b-versatile_detailed_vs_structured_pt,B,user-1759273239005-wsyiev3t2
30/09/2025 20:12:27,TC016_3_Technical_detailed_llama-3.3-70b-versatile_vs_sabia-3.1_pt,B,user-1759172933100-gj9oyyc0l
30/09/2025 20:14:49,CR015_3_Creative_gemini-1.5-pro-latest_contextual_vs_structured_pt,B,user-1759273960189-l7ko54602
30/09/2025 20:15:01,CR010_5_Creative_minimum_gpt-4o_vs_llama-3.3-70b-versatile_pt,A,user-1759273960189-l7ko54602
30/09/2025 20:15:07,CR019_4_Creative_gpt-4o_contextual_vs_structured_pt,A,user-1759273960189-l7ko54602
30/09/2025 20:15:22,CR018_5_Creative_sabia-3.1_minimum_vs_detailed_pt,Empate,user-1759273960189-l7ko54602
30/09/2025 20:15:52,CG006_1_General Knowledge_gemini-1.5-pro-latest_contextual_vs_detailed_pt,Empate,user-1759273960189-l7ko54602
30/09/2025 20:27:35,CG006_4_General Knowledge_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759172933100-gj9oyyc0l
30/09/2025 20:32:19,CG019_3_General Knowledge_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_pt,B,user-1759172933100-gj9oyyc0l
30/09/2025 20:38:48,TC009_1_Technical_sabia-3.1_contextual_vs_structured_pt,A,user-1759275477705-fmaz32a3e
30/09/2025 20:39:16,TC008_4_Technical_structured_gemini-1.5-pro-latest_vs_sabia-3.1_pt,B,user-1759275477705-fmaz32a3e
30/09/2025 20:39:37,TC013_5_Technical_minimum_gpt-4o_vs_llama-3.3-70b-versatile_pt,B,user-1759275477705-fmaz32a3e
30/09/2025 20:39:48,TC015_5_Technical_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_pt,A,user-1759275477705-fmaz32a3e
30/09/2025 20:40:28,TC014_5_Technical_structured_gemini-1.5-pro-latest_vs_sabia-3.1_pt,A,user-1759275477705-fmaz32a3e
30/09/2025 20:54:11,TC005_3_Technical_contextual_gpt-4o_vs_llama-3.3-70b-versatile_pt,A,user-1759276335609-it6iso7tq
30/09/2025 20:54:59,TC007_5_Technical_structured_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759276335609-it6iso7tq
30/09/2025 20:56:14,CG006_4_General Knowledge_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759276335609-it6iso7tq
30/09/2025 20:58:53,TC013_5_Technical_minimum_gpt-4o_vs_llama-3.3-70b-versatile_pt,B,user-1759276335609-it6iso7tq
30/09/2025 20:58:58,TC008_3_Technical_gpt-4o_contextual_vs_detailed_pt,A,user-1759276335609-it6iso7tq
30/09/2025 21:17:35,CG009_2_General Knowledge_sabia-3.1_detailed_vs_structured_pt,B,user-1759277722918-tlwo6h8hx
30/09/2025 21:19:55,CR013_4_Creative_gpt-4o_minimum_vs_detailed_pt,B,user-1759277722918-tlwo6h8hx
30/09/2025 21:20:44,CR006_4_Creative_gpt-4o_contextual_vs_detailed_pt,B,user-1759277722918-tlwo6h8hx
30/09/2025 21:21:13,CG010_3_General Knowledge_sabia-3.1_detailed_vs_structured_pt,A,user-1759277722918-tlwo6h8hx
30/09/2025 21:25:22,TC011_2_Technical_gpt-4o_minimum_vs_structured_pt,B,user-1759278222950-leq73dcl2
30/09/2025 21:25:45,TC009_1_Technical_sabia-3.1_contextual_vs_structured_pt,B,user-1759278222950-leq73dcl2
30/09/2025 21:25:59,TC013_4_Technical_contextual_gemini-1.5-pro-latest_vs_gpt-4o_pt,B,user-1759278222950-leq73dcl2
30/09/2025 21:26:43,TC002_1_Technical_contextual_llama-3.3-70b-versatile_vs_sabia-3.1_pt,A,user-1759278222950-leq73dcl2
30/09/2025 21:27:50,TC016_3_Technical_detailed_llama-3.3-70b-versatile_vs_sabia-3.1_pt,A,user-1759278222950-leq73dcl2
30/09/2025 22:10:50,TC007_4_Technical_detailed_llama-3.3-70b-versatile_vs_sabia-3.1_en,B,user-1759258736600-v264fdqtf
30/09/2025 22:11:20,TC019_5_Technical_sabia-3.1_contextual_vs_structured_en,A,user-1759258736600-v264fdqtf
30/09/2025 22:13:51,TC010_2_Technical_llama-3.3-70b-versatile_minimum_vs_detailed_en,B,user-1759258736600-v264fdqtf
30/09/2025 22:14:02,CG019_1_General Knowledge_sabia-3.1_contextual_vs_structured_en,A,user-1759258736600-v264fdqtf
30/09/2025 22:14:10,CG015_1_General Knowledge_llama-3.3-70b-versatile_contextual_vs_detailed_en,Empate,user-1759258736600-v264fdqtf
30/09/2025 22:15:10,CG006_gpt-4o_3_General Knowledge_contextual_en_vs_pt,Empate,user-1759258736600-v264fdqtf
30/09/2025 22:15:23,TC005_2_Technical_llama-3.3-70b-versatile_minimum_vs_detailed_pt,Empate,user-1759258736600-v264fdqtf
30/09/2025 22:15:37,CG004_gemini-1.5-pro-latest_4_General Knowledge_minimum_en_vs_pt,Empate,user-1759258736600-v264fdqtf
30/09/2025 22:15:40,CG003_2_General Knowledge_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_en,Empate,user-1759258736600-v264fdqtf
30/09/2025 22:15:49,CG013_1_General Knowledge_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_en,B,user-1759258736600-v264fdqtf
30/09/2025 22:49:25,TC013_1_Technical_llama-3.3-70b-versatile_minimum_vs_detailed_en,B,user-1759283225790-ydw5b7cm7
30/09/2025 22:50:19,CG009_gemini-1.5-pro-latest_2_General Knowledge_contextual_en_vs_pt,B,user-1759283225790-ydw5b7cm7
30/09/2025 22:52:02,CG002_llama-3.3-70b-versatile_5_General Knowledge_detailed_en_vs_pt,A,user-1759283225790-ydw5b7cm7
30/09/2025 22:53:18,TC019_gemini-1.5-pro-latest_3_Technical_minimum_en_vs_pt,A,user-1759283225790-ydw5b7cm7
30/09/2025 22:55:16,CG016_gemini-1.5-pro-latest_1_General Knowledge_minimum_en_vs_pt,B,user-1759283225790-ydw5b7cm7
30/09/2025 22:57:19,TC006_5_Technical_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,A,user-1759283689816-eupfpit7k
30/09/2025 22:58:27,TC005_3_Technical_contextual_gpt-4o_vs_llama-3.3-70b-versatile_pt,A,user-1759283689816-eupfpit7k
30/09/2025 22:59:14,TC002_1_Technical_gemini-1.5-pro-latest_minimum_vs_detailed_pt,A,user-1759283689816-eupfpit7k
30/09/2025 23:00:05,TC008_3_Technical_detailed_gpt-4o_vs_llama-3.3-70b-versatile_pt,B,user-1759283689816-eupfpit7k
30/09/2025 23:00:45,TC009_1_Technical_llama-3.3-70b-versatile_minimum_vs_contextual_pt,B,user-1759283689816-eupfpit7k
30/09/2025 23:37:04,TC002_1_Technical_gemini-1.5-pro-latest_minimum_vs_detailed_pt,B,user-1759286192755-mgme77a4z
30/09/2025 23:37:11,TC008_3_Technical_detailed_gpt-4o_vs_llama-3.3-70b-versatile_pt,B,user-1759286192755-mgme77a4z
30/09/2025 23:37:14,TC007_5_Technical_structured_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,A,user-1759286192755-mgme77a4z
30/09/2025 23:37:17,TC006_5_Technical_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,A,user-1759286192755-mgme77a4z
30/09/2025 23:37:18,TC009_1_Technical_llama-3.3-70b-versatile_minimum_vs_contextual_pt,Empate,user-1759286192755-mgme77a4z
01/10/2025 04:16:40,CR006_1_Creative_llama-3.3-70b-versatile_detailed_vs_structured_pt,B,user-1759302905974-oma5dv1ny
01/10/2025 04:17:29,TC006_5_Technical_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,Empate,user-1759302905974-oma5dv1ny
01/10/2025 04:17:45,TC008_3_Technical_detailed_gpt-4o_vs_llama-3.3-70b-versatile_pt,B,user-1759302905974-oma5dv1ny
01/10/2025 04:17:48,TC005_3_Technical_contextual_gpt-4o_vs_llama-3.3-70b-versatile_pt,B,user-1759302905974-oma5dv1ny
01/10/2025 04:17:53,TC009_1_Technical_llama-3.3-70b-versatile_minimum_vs_contextual_pt,B,user-1759302905974-oma5dv1ny
01/10/2025 08:50:07,CR006_1_Creative_gemini-1.5-pro-latest_detailed_vs_structured_pt,Empate,user-1759319319356-fclaxb5r2
01/10/2025 08:50:24,CR013_4_Creative_gpt-4o_minimum_vs_detailed_pt,Empate,user-1759319319356-fclaxb5r2
01/10/2025 08:50:59,CR006_2_Creative_llama-3.3-70b-versatile_detailed_vs_structured_pt,A,user-1759319319356-fclaxb5r2
01/10/2025 08:51:22,CR006_1_Creative_llama-3.3-70b-versatile_detailed_vs_structured_pt,B,user-1759319319356-fclaxb5r2
01/10/2025 09:04:16,TC003_3_Technical_minimum_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,A,user-1759320177882-3as01okhp
01/10/2025 09:05:25,TC005_2_Technical_llama-3.3-70b-versatile_minimum_vs_detailed_pt,A,user-1759320177882-3as01okhp
01/10/2025 09:17:08,TC006_5_Technical_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759320188010-dtdx2lsa3
01/10/2025 09:17:57,TC009_1_Technical_llama-3.3-70b-versatile_minimum_vs_contextual_pt,Empate,user-1759320188010-dtdx2lsa3
01/10/2025 09:18:14,CR003_4_Creative_minimum_gemini-1.5-pro-latest_vs_gpt-4o_en,B,user-1759320844552-lwz7imlim
01/10/2025 09:19:18,CR015_4_Creative_llama-3.3-70b-versatile_contextual_vs_structured_en,A,user-1759320844552-lwz7imlim
01/10/2025 09:19:20,TC003_3_Technical_minimum_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,A,user-1759320188010-dtdx2lsa3
01/10/2025 09:21:05,TC002_1_Technical_gemini-1.5-pro-latest_minimum_vs_detailed_pt,Empate,user-1759320188010-dtdx2lsa3
01/10/2025 09:21:22,TC008_4_Technical_structured_gemini-1.5-pro-latest_vs_sabia-3.1_pt,B,user-1759320188010-dtdx2lsa3
01/10/2025 09:22:21,TC002_1_Technical_contextual_llama-3.3-70b-versatile_vs_sabia-3.1_pt,B,user-1759320177882-3as01okhp
01/10/2025 09:22:33,TC008_3_Technical_detailed_gpt-4o_vs_llama-3.3-70b-versatile_pt,A,user-1759320177882-3as01okhp
01/10/2025 09:22:49,TC006_5_Technical_contextual_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,A,user-1759320177882-3as01okhp
01/10/2025 10:34:48,CR013_3_Creative_contextual_gpt-4o_vs_sabia-3.1_en,B,user-1759172933100-gj9oyyc0l
01/10/2025 10:41:26,CG002_3_General Knowledge_sabia-3.1_detailed_vs_structured_en,A,user-1759172933100-gj9oyyc0l
01/10/2025 10:43:42,TC019_2_Technical_gpt-4o_minimum_vs_contextual_en,B,user-1759172933100-gj9oyyc0l
01/10/2025 10:45:54,TC005_5_Technical_detailed_gemini-1.5-pro-latest_vs_sabia-3.1_en,B,user-1759172933100-gj9oyyc0l
01/10/2025 10:47:29,TC007_5_Technical_structured_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_pt,B,user-1759172933100-gj9oyyc0l
01/10/2025 23:40:26,TC010_2_Technical_gpt-4o_minimum_vs_structured_en,A,user-1759372706220-km5jbmkc8
01/10/2025 23:41:08,TC016_5_Technical_llama-3.3-70b-versatile_minimum_vs_detailed_en,B,user-1759372706220-km5jbmkc8
01/10/2025 23:41:40,TC008_gemini-1.5-pro-latest_5_Technical_detailed_en_vs_pt,A,user-1759372706220-km5jbmkc8
01/10/2025 23:41:58,TC011_gemini-1.5-pro-latest_3_Technical_contextual_en_vs_pt,A,user-1759372706220-km5jbmkc8
01/10/2025 23:42:15,TC012_gemini-1.5-pro-latest_5_Technical_contextual_en_vs_pt,A,user-1759372706220-km5jbmkc8
02/10/2025 04:37:25,CG013_2_General Knowledge_llama-3.3-70b-versatile_contextual_vs_detailed_en,A,user-1759390520426-qzuptzqxk
02/10/2025 10:46:30,CR003_4_Creative_minimum_gemini-1.5-pro-latest_vs_gpt-4o_en,B,user-1759320500017-jq8tk1c2s
02/10/2025 10:46:41,CR015_4_Creative_llama-3.3-70b-versatile_contextual_vs_structured_en,B,user-1759320500017-jq8tk1c2s
02/10/2025 10:48:23,CR009_llama-3.3-70b-versatile_2_Creative_detailed_en_vs_pt,B,user-1759320500017-jq8tk1c2s
02/10/2025 10:49:16,CR011_3_Creative_gemini-1.5-pro-latest_minimum_vs_structured_en,B,user-1759320500017-jq8tk1c2s
02/10/2025 10:50:10,CR001_gemini-1.5-pro-latest_5_Creative_contextual_en_vs_pt,A,user-1759320500017-jq8tk1c2s
02/10/2025 13:01:21,CG017_1_General Knowledge_structured_gemini-1.5-pro-latest_vs_gpt-4o_en,A,user-1759420826539-eo1fxth6b
02/10/2025 13:01:48,CR004_gpt-4o_4_Creative_structured_en_vs_pt,B,user-1759420826539-eo1fxth6b
02/10/2025 13:02:08,CG009_gemini-1.5-pro-latest_2_General Knowledge_contextual_en_vs_pt,B,user-1759420826539-eo1fxth6b
02/10/2025 13:02:36,CG006_gpt-4o_3_General Knowledge_contextual_en_vs_pt,A,user-1759420826539-eo1fxth6b
02/10/2025 13:02:52,CG004_3_General Knowledge_gemini-1.5-pro-latest_contextual_vs_structured_en,B,user-1759420826539-eo1fxth6b
02/10/2025 18:53:15,CG009_2_General Knowledge_gemini-1.5-pro-latest_minimum_vs_contextual_en,B,user-1759441960857-9o3bawbfc
02/10/2025 18:53:19,CG017_1_General Knowledge_structured_gemini-1.5-pro-latest_vs_gpt-4o_en,A,user-1759441960857-9o3bawbfc
02/10/2025 18:53:22,CG013_5_General Knowledge_llama-3.3-70b-versatile_contextual_vs_structured_en,A,user-1759441960857-9o3bawbfc
02/10/2025 18:53:24,CG002_2_General Knowledge_sabia-3.1_contextual_vs_structured_en,B,user-1759441960857-9o3bawbfc
02/10/2025 18:53:27,CG011_gemini-1.5-pro-latest_3_General Knowledge_detailed_en_vs_pt,A,user-1759441960857-9o3bawbfc
02/10/2025 18:53:34,CG004_gemini-1.5-pro-latest_4_General Knowledge_minimum_en_vs_pt,B,user-1759441960857-9o3bawbfc
02/10/2025 18:53:37,CG013_llama-3.3-70b-versatile_1_General Knowledge_detailed_en_vs_pt,A,user-1759441960857-9o3bawbfc
02/10/2025 18:53:39,CG012_gemini-1.5-pro-latest_4_General Knowledge_structured_en_vs_pt,B,user-1759441960857-9o3bawbfc
02/10/2025 18:53:42,CG009_3_General Knowledge_minimum_gpt-4o_vs_llama-3.3-70b-versatile_en,A,user-1759441960857-9o3bawbfc
02/10/2025 18:53:46,CG002_3_General Knowledge_sabia-3.1_detailed_vs_structured_en,A,user-1759441960857-9o3bawbfc
02/10/2025 19:03:23,CG016_gemini-1.5-pro-latest_1_General Knowledge_minimum_en_vs_pt,B,user-1759442572269-a6dspm3xc
02/10/2025 19:03:29,CG005_llama-3.3-70b-versatile_4_General Knowledge_detailed_en_vs_pt,A,user-1759442572269-a6dspm3xc
02/10/2025 19:03:32,CG012_1_General Knowledge_llama-3.3-70b-versatile_contextual_vs_detailed_en,A,user-1759442572269-a6dspm3xc
02/10/2025 19:03:35,CG013_llama-3.3-70b-versatile_1_General Knowledge_detailed_en_vs_pt,Empate,user-1759442572269-a6dspm3xc
02/10/2025 19:03:40,CG007_3_General Knowledge_gemini-1.5-pro-latest_minimum_vs_contextual_en,B,user-1759442572269-a6dspm3xc
02/10/2025 20:09:29,CR013_sabia-3.1_1_Creative_structured_en_vs_pt,B,user-1759273239005-wsyiev3t2
02/10/2025 20:15:42,CR009_llama-3.3-70b-versatile_2_Creative_detailed_en_vs_pt,B,user-1759273239005-wsyiev3t2
02/10/2025 20:16:53,CR011_5_Creative_minimum_gemini-1.5-pro-latest_vs_llama-3.3-70b-versatile_en,A,user-1759273239005-wsyiev3t2
02/10/2025 20:17:19,CR005_4_Creative_gpt-4o_detailed_vs_structured_en,B,user-1759273239005-wsyiev3t2
02/10/2025 20:17:36,CR020_llama-3.3-70b-versatile_4_Creative_contextual_en_vs_pt,A,user-1759273239005-wsyiev3t2
02/10/2025 20:17:51,CR015_1_Creative_gpt-4o_minimum_vs_structured_en,A,user-1759273239005-wsyiev3t2
02/10/2025 20:17:58,CR011_gemini-1.5-pro-latest_1_Creative_minimum_en_vs_pt,A,user-1759273239005-wsyiev3t2
02/10/2025 20:18:04,CR009_1_Creative_gpt-4o_contextual_vs_structured_en,B,user-1759273239005-wsyiev3t2
02/10/2025 20:18:12,CR020_4_Creative_detailed_llama-3.3-70b-versatile_vs_sabia-3.1_en,B,user-1759273239005-wsyiev3t2
02/10/2025 20:18:19,CR013_gemini-1.5-pro-latest_4_Creative_structured_en_vs_pt,A,user-1759273239005-wsyiev3t2
02/10/2025 20:20:33,CG013_1_General Knowledge_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_en,B,user-1759273239005-wsyiev3t2
02/10/2025 20:22:37,CG014_4_General Knowledge_structured_gpt-4o_vs_sabia-3.1_en,B,user-1759273239005-wsyiev3t2
02/10/2025 20:24:23,CG004_3_General Knowledge_gemini-1.5-pro-latest_contextual_vs_structured_en,A,user-1759273239005-wsyiev3t2
02/10/2025 20:25:03,CG017_5_General Knowledge_structured_gemini-1.5-pro-latest_vs_gpt-4o_en,A,user-1759273239005-wsyiev3t2
02/10/2025 20:25:34,CG012_1_General Knowledge_llama-3.3-70b-versatile_contextual_vs_detailed_en,B,user-1759273239005-wsyiev3t2
02/10/2025 21:19:09,TC012_gpt-4o_5_Technical_contextual_en_vs_pt,Empate,user-1759450639702-qmpdanyh7
02/10/2025 22:35:02,CR015_1_Creative_gpt-4o_minimum_vs_structured_en,B,user-1759455172358-ywqc3o0u3
02/10/2025 22:35:25,CG009_3_General Knowledge_minimum_gpt-4o_vs_llama-3.3-70b-versatile_en,A,user-1759455172358-ywqc3o0u3
02/10/2025 22:35:37,CG011_gemini-1.5-pro-latest_3_General Knowledge_detailed_en_vs_pt,A,user-1759455172358-ywqc3o0u3
02/10/2025 22:35:48,CG005_sabia-3.1_3_General Knowledge_detailed_en_vs_pt,A,user-1759455172358-ywqc3o0u3
02/10/2025 22:35:52,CR014_llama-3.3-70b-versatile_5_Creative_structured_en_vs_pt,B,user-1759455172358-ywqc3o0u3
03/10/2025 10:43:57,CG006_gpt-4o_3_General Knowledge_contextual_en_vs_pt,A,user-1759498937529-dhvk8bf6e
03/10/2025 10:44:25,CG008_2_General Knowledge_gpt-4o_contextual_vs_structured_en,A,user-1759498940559-rcd8gtiy0
03/10/2025 10:44:57,CR013_3_Creative_contextual_gpt-4o_vs_sabia-3.1_en,Empate,user-1759498940559-rcd8gtiy0
03/10/2025 10:46:02,CG002_gpt-4o_3_General Knowledge_detailed_en_vs_pt,B,user-1759498937529-dhvk8bf6e
03/10/2025 10:46:32,CR004_gpt-4o_4_Creative_structured_en_vs_pt,A,user-1759498940559-rcd8gtiy0
03/10/2025 10:47:15,CG013_1_General Knowledge_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_en,B,user-1759498937529-dhvk8bf6e
03/10/2025 10:48:04,CG019_sabia-3.1_5_General Knowledge_contextual_en_vs_pt,A,user-1759498937529-dhvk8bf6e
03/10/2025 10:48:28,CG012_1_General Knowledge_llama-3.3-70b-versatile_contextual_vs_detailed_en,B,user-1759498940559-rcd8gtiy0
03/10/2025 10:49:04,CG012_1_General Knowledge_llama-3.3-70b-versatile_contextual_vs_detailed_en,Empate,user-1759498937529-dhvk8bf6e
03/10/2025 10:50:03,CR020_4_Creative_detailed_llama-3.3-70b-versatile_vs_sabia-3.1_en,B,user-1759498940559-rcd8gtiy0
03/10/2025 11:01:30,TC008_gemini-1.5-pro-latest_5_Technical_detailed_en_vs_pt,A,user-1759257213865-94o4sjndz
03/10/2025 11:01:45,CG011_gemini-1.5-pro-latest_3_General Knowledge_detailed_en_vs_pt,B,user-1759264975901-8dkq77yxk
03/10/2025 11:01:47,CG002_2_General Knowledge_sabia-3.1_contextual_vs_structured_en,B,user-1759257213865-94o4sjndz
03/10/2025 11:01:48,CG004_3_General Knowledge_gemini-1.5-pro-latest_contextual_vs_structured_en,B,user-1759264975901-8dkq77yxk
03/10/2025 11:01:51,CG015_llama-3.3-70b-versatile_3_General Knowledge_minimum_en_vs_pt,A,user-1759264975901-8dkq77yxk
03/10/2025 11:01:54,CG006_3_General Knowledge_gemini-1.5-pro-latest_detailed_vs_structured_en,A,user-1759264975901-8dkq77yxk
03/10/2025 11:01:58,CG002_2_General Knowledge_sabia-3.1_contextual_vs_structured_en,A,user-1759264975901-8dkq77yxk
03/10/2025 11:02:03,CG008_2_General Knowledge_gpt-4o_contextual_vs_structured_en,A,user-1759264975901-8dkq77yxk
03/10/2025 11:02:08,CG009_3_General Knowledge_minimum_gpt-4o_vs_llama-3.3-70b-versatile_en,B,user-1759264975901-8dkq77yxk
03/10/2025 11:02:32,CG016_gemini-1.5-pro-latest_1_General Knowledge_minimum_en_vs_pt,B,user-1759257213865-94o4sjndz
03/10/2025 11:02:41,TC009_3_Technical_gpt-4o_contextual_vs_structured_en,A,user-1759257213865-94o4sjndz
03/10/2025 11:03:13,TC016_5_Technical_gpt-4o_minimum_vs_contextual_en,B,user-1759257213865-94o4sjndz
03/10/2025 11:04:06,CG017_1_General Knowledge_structured_gemini-1.5-pro-latest_vs_gpt-4o_en,A,user-1759257213865-94o4sjndz
03/10/2025 11:04:46,CG013_5_General Knowledge_llama-3.3-70b-versatile_contextual_vs_structured_en,A,user-1759257213865-94o4sjndz
03/10/2025 11:05:32,CR016_gemini-1.5-pro-latest_4_Creative_contextual_en_vs_pt,A,user-1759257213865-94o4sjndz
03/10/2025 11:05:50,CG003_sabia-3.1_3_General Knowledge_detailed_en_vs_pt,Empate,user-1759500290093-qfmun3kqs
03/10/2025 11:05:53,CG008_2_General Knowledge_llama-3.3-70b-versatile_contextual_vs_structured_en,B,user-1759500290093-qfmun3kqs
03/10/2025 11:05:56,CG014_4_General Knowledge_structured_gpt-4o_vs_sabia-3.1_en,Empate,user-1759500290093-qfmun3kqs
03/10/2025 11:05:56,CG005_llama-3.3-70b-versatile_4_General Knowledge_detailed_en_vs_pt,A,user-1759500290093-qfmun3kqs
03/10/2025 11:05:59,CG004_gemini-1.5-pro-latest_4_General Knowledge_minimum_en_vs_pt,B,user-1759500290093-qfmun3kqs
03/10/2025 11:06:03,CG009_3_General Knowledge_minimum_gpt-4o_vs_llama-3.3-70b-versatile_en,B,user-1759257213865-94o4sjndz
03/10/2025 11:06:06,CG015_gemini-1.5-pro-latest_3_General Knowledge_contextual_en_vs_pt,A,user-1759500290093-qfmun3kqs
03/10/2025 11:06:06,CG002_llama-3.3-70b-versatile_5_General Knowledge_detailed_en_vs_pt,B,user-1759500290093-qfmun3kqs
03/10/2025 11:06:09,CG007_3_General Knowledge_gemini-1.5-pro-latest_minimum_vs_contextual_en,Empate,user-1759500290093-qfmun3kqs
03/10/2025 11:06:11,CG005_sabia-3.1_3_General Knowledge_detailed_en_vs_pt,B,user-1759500290093-qfmun3kqs
03/10/2025 11:06:11,CG012_2_General Knowledge_minimum_gemini-1.5-pro-latest_vs_sabia-3.1_en,A,user-1759500290093-qfmun3kqs
03/10/2025 11:06:41,TC016_gpt-4o_4_Technical_detailed_en_vs_pt,A,user-1759257213865-94o4sjndz
03/10/2025 11:07:20,CR011_gemini-1.5-pro-latest_1_Creative_minimum_en_vs_pt,B,user-1759257213865-94o4sjndz
03/10/2025 11:07:28,CR005_4_Creative_gpt-4o_detailed_vs_structured_en,B,user-1759286710241-31ca2xb26
03/10/2025 11:07:34,TC016_5_Technical_llama-3.3-70b-versatile_minimum_vs_detailed_en,B,user-1759257213865-94o4sjndz
03/10/2025 11:07:57,CR020_4_Creative_detailed_llama-3.3-70b-versatile_vs_sabia-3.1_en,B,user-1759257213865-94o4sjndz
03/10/2025 11:08:17,CG014_gemini-1.5-pro-latest_3_General Knowledge_detailed_en_vs_pt,Empate,user-1759257213865-94o4sjndz
